employee,total_liked,total_disliked,total_comments,avg_comment_len,likes_received,dislikes_received,companyAlias,numVotes,stillExists,days_since_last_activity,avg_vote,likeability,dislikeability,social_index,num_emp,com_total_comments,com_avg_comment_len,com_total_likes,com_total_dislikes,com_total_votes,com_avg_vote,relative_happiness
22_19,79,34,54.0,70.0,366.0,120.0,22,133,1,0,3.0,0.75,0.25,105.30000000000001,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_190,12,3,0.0,0.0,0.0,0.0,22,84,1,11,3.0,0.0,0.0,45.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_191,12,5,4.0,224.0,84.0,10.0,22,11,1,31,3.0,0.89,0.11,10.100000000000001,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_194,18,0,0.0,0.0,0.0,0.0,22,11,1,2,3.0,0.0,0.0,9.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_195,83,10,10.0,148.0,142.0,2.0,22,190,1,0,1.0,0.99,0.01,116.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_196,66,12,0.0,0.0,0.0,0.0,22,59,1,14,3.0,0.0,0.0,45.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_197,67,10,18.0,91.0,274.0,10.0,22,65,1,35,2.0,0.96,0.04,53.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_199,38,13,22.0,90.0,192.0,50.0,22,47,1,169,3.0,0.79,0.21,40.300000000000004,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_2,19,8,0.0,0.0,0.0,0.0,22,18,1,70,2.0,0.0,0.0,14.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_20,35,0,14.0,107.0,134.0,16.0,22,45,1,91,1.0,0.89,0.11,33.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_201,112,34,152.0,122.0,1408.0,374.0,22,263,1,0,1.0,0.79,0.21,206.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_204,24,4,0.0,0.0,0.0,0.0,22,30,1,0,3.0,0.0,0.0,20.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_205,95,17,32.0,156.0,284.0,134.0,22,268,1,0,2.0,0.68,0.32,166.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_206,13,3,8.0,117.0,86.0,36.0,22,22,1,119,3.0,0.7,0.3,16.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_207,368,113,16.0,94.0,308.0,60.0,22,93,1,0,1.0,0.84,0.16,147.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_208,152,16,52.0,83.0,538.0,240.0,22,52,1,5,4.0,0.69,0.31,75.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_209,14,3,0.0,0.0,0.0,0.0,22,56,1,112,3.0,0.0,0.0,31.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_210,142,9,12.0,160.0,244.0,16.0,22,110,1,0,1.0,0.94,0.06,88.80000000000001,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_211,35,1,4.0,122.0,26.0,16.0,22,127,1,3,3.0,0.62,0.38,71.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_212,1,0,2.0,98.0,54.0,0.0,22,7,1,241,3.0,1.0,0.0,4.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_213,16,1,0.0,0.0,0.0,0.0,22,41,1,1,3.0,0.0,0.0,23.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_215,76,6,16.0,77.0,258.0,86.0,22,38,1,4,3.0,0.75,0.25,40.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_217,10,0,2.0,54.0,4.0,2.0,22,3,1,110,4.0,0.67,0.33,4.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_218,3,0,4.0,42.0,44.0,2.0,22,27,1,5,3.0,0.96,0.04,15.299999999999999,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_22,83,6,14.0,102.0,236.0,6.0,22,71,1,3,3.0,0.98,0.02,57.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_222,252,35,54.0,127.0,386.0,176.0,22,34,1,245,3.0,0.69,0.31,90.60000000000001,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_226,67,2,38.0,53.0,158.0,20.0,22,49,1,10,3.0,0.89,0.11,49.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_227,12,0,0.0,0.0,0.0,0.0,22,25,1,59,3.0,0.0,0.0,14.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_228,15,6,0.0,0.0,0.0,0.0,22,24,1,0,3.0,0.0,0.0,16.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_229,9,1,4.0,136.0,36.0,22.0,22,7,1,89,2.0,0.62,0.38,6.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_23,34,8,18.0,69.0,154.0,10.0,22,106,1,4,3.0,0.94,0.06,66.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_230,4,4,0.0,0.0,0.0,0.0,22,40,1,67,3.0,0.0,0.0,21.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_231,28,19,16.0,158.0,134.0,88.0,22,30,1,4,3.0,0.6,0.4,29.200000000000003,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_232,51,6,18.0,120.0,160.0,16.0,22,19,1,243,3.0,0.91,0.09,26.299999999999997,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_234,1,1,0.0,0.0,0.0,0.0,22,12,1,4,3.0,0.0,0.0,6.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_235,77,12,18.0,115.0,144.0,24.0,22,49,1,13,3.0,0.86,0.14,47.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_238,3,0,0.0,0.0,0.0,0.0,22,2,1,41,3.0,0.0,0.0,1.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_242,37,3,0.0,0.0,0.0,0.0,22,82,1,2,1.0,0.0,0.0,49.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_244,103,16,8.0,82.0,90.0,8.0,22,113,1,3,2.0,0.92,0.08,82.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_245,9,1,0.0,0.0,0.0,0.0,22,66,1,11,3.0,0.0,0.0,35.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_246,5,0,0.0,0.0,0.0,0.0,22,3,1,55,3.0,0.0,0.0,2.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_247,67,17,20.0,132.0,292.0,42.0,22,53,1,32,2.0,0.87,0.13,49.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_25,22,5,2.0,157.0,60.0,6.0,22,20,1,37,2.0,0.91,0.09,16.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_250,269,95,6.0,57.0,48.0,16.0,22,218,1,2,2.0,0.75,0.25,183.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_251,395,39,120.0,168.0,1430.0,188.0,22,140,1,5,3.0,0.88,0.12,192.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_257,49,2,2.0,29.0,2.0,0.0,22,172,1,0,3.0,1.0,0.0,96.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_258,132,9,4.0,230.0,134.0,4.0,22,156,1,1,3.0,0.97,0.03,107.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_259,7,2,4.0,42.0,44.0,0.0,22,9,1,127,3.0,1.0,0.0,7.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_26,21,6,4.0,229.0,134.0,0.0,22,51,1,4,3.0,1.0,0.0,32.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_260,3,1,0.0,0.0,0.0,0.0,22,24,1,0,3.0,0.0,0.0,12.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_261,103,18,50.0,164.0,662.0,126.0,22,35,1,41,4.0,0.84,0.16,56.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_262,450,28,8.0,157.0,78.0,12.0,22,36,1,4,3.0,0.87,0.13,116.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_263,49,11,2.0,214.0,32.0,0.0,22,62,1,3,2.0,1.0,0.0,43.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_264,1,0,0.0,0.0,0.0,0.0,22,1,1,266,4.0,0.0,0.0,0.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_266,328,46,10.0,87.0,210.0,6.0,22,119,1,0,3.0,0.97,0.03,137.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_267,115,15,10.0,133.0,82.0,26.0,22,27,1,14,3.0,0.76,0.24,42.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_268,24,5,0.0,0.0,0.0,0.0,22,38,1,119,3.0,0.0,0.0,24.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_269,112,11,2.0,39.0,22.0,2.0,22,112,1,3,3.0,0.92,0.08,81.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_27,44,8,14.0,206.0,242.0,22.0,22,29,1,31,3.0,0.92,0.08,29.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_271,3,0,0.0,0.0,0.0,0.0,22,2,1,263,3.0,0.0,0.0,1.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_272,7,0,0.0,0.0,0.0,0.0,22,22,1,4,3.0,0.0,0.0,12.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_275,8,1,2.0,42.0,2.0,0.0,22,43,1,90,3.0,1.0,0.0,23.900000000000002,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_277,85,11,12.0,84.0,70.0,12.0,22,141,1,3,3.0,0.85,0.15,93.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_278,1702,636,312.0,132.0,3384.0,634.0,22,184,1,5,3.0,0.84,0.16,653.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_28,264,18,46.0,82.0,308.0,98.0,22,53,1,4,3.0,0.76,0.24,96.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_285,31,5,2.0,93.0,2.0,2.0,22,5,0,270,2.0,0.5,0.5,10.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_286,42,8,26.0,153.0,246.0,204.0,22,42,0,33,3.0,0.55,0.45,38.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_287,415,85,0.0,0.0,0.0,0.0,22,170,1,0,2.0,0.0,0.0,185.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_288,111,14,26.0,165.0,236.0,48.0,22,32,1,3,3.0,0.83,0.17,48.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_289,141,26,36.0,79.0,382.0,112.0,22,109,1,32,3.0,0.77,0.23,98.69999999999999,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_29,33,19,2.0,212.0,34.0,14.0,22,55,1,21,3.0,0.71,0.29,38.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_290,87,3,36.0,58.0,200.0,10.0,22,101,1,3,3.0,0.95,0.05,79.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_291,256,68,30.0,125.0,354.0,38.0,22,80,0,32,2.0,0.9,0.1,113.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_293,268,21,44.0,144.0,656.0,94.0,22,73,1,5,3.0,0.87,0.13,107.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_295,73,8,16.0,48.0,104.0,10.0,22,25,1,173,3.0,0.91,0.09,33.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_296,78,4,0.0,0.0,0.0,0.0,22,25,0,40,3.0,0.0,0.0,28.900000000000002,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_297,9,4,2.0,98.0,6.0,42.0,22,70,1,3,2.0,0.12,0.88,38.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_3,7,1,4.0,108.0,12.0,2.0,22,223,1,0,3.0,0.86,0.14,114.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_30,166,31,16.0,78.0,184.0,6.0,22,40,1,46,3.0,0.97,0.03,64.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_300,2,0,2.0,63.0,2.0,0.0,22,4,1,262,3.0,1.0,0.0,3.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_301,87,11,10.0,302.0,90.0,34.0,22,17,1,5,3.0,0.73,0.27,31.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_303,28,5,2.0,15.0,4.0,0.0,22,35,1,4,3.0,1.0,0.0,24.700000000000003,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_304,2,1,8.0,106.0,36.0,4.0,22,40,1,150,3.0,0.9,0.1,23.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_307,5,3,8.0,83.0,110.0,18.0,22,48,1,4,3.0,0.86,0.14,28.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_308,15,1,2.0,95.0,10.0,4.0,22,22,1,3,3.0,0.71,0.29,14.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_31,2,0,2.0,44.0,24.0,2.0,22,1,1,276,3.0,0.92,0.08,1.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_312,62,11,0.0,0.0,0.0,0.0,22,45,1,4,3.0,0.0,0.0,37.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_313,101,6,0.0,0.0,0.0,0.0,22,82,1,3,3.0,0.0,0.0,62.400000000000006,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_314,112,50,0.0,0.0,0.0,0.0,22,81,1,36,3.0,0.0,0.0,72.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_315,220,8,60.0,136.0,482.0,50.0,22,92,1,3,3.0,0.91,0.09,109.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_316,178,19,40.0,224.0,582.0,64.0,22,92,1,6,3.0,0.9,0.1,97.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_317,22,1,2.0,84.0,18.0,0.0,22,71,1,4,4.0,1.0,0.0,40.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_32,110,6,14.0,195.0,188.0,8.0,22,142,1,84,2.0,0.96,0.04,98.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_322,49,2,34.0,55.0,138.0,30.0,22,42,1,5,3.0,0.82,0.18,41.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_325,34,0,2.0,63.0,8.0,2.0,22,11,1,129,1.0,0.8,0.2,12.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_326,1,0,12.0,138.0,148.0,12.0,22,7,1,237,3.0,0.92,0.08,7.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_327,16,6,0.0,0.0,0.0,0.0,22,204,1,0,3.0,0.0,0.0,106.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_328,36,59,50.0,128.0,370.0,48.0,22,43,1,3,3.0,0.89,0.11,55.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_332,1,1,0.0,0.0,0.0,0.0,22,1,1,194,3.0,0.0,0.0,0.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_337,24,8,14.0,125.0,140.0,4.0,22,23,1,13,2.0,0.97,0.03,22.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_34,250,14,2.0,244.0,28.0,2.0,22,104,1,89,3.0,0.93,0.07,105.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_340,47,16,4.0,880.0,62.0,28.0,22,98,1,0,3.0,0.69,0.31,62.800000000000004,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_341,107,8,16.0,88.0,132.0,108.0,22,16,1,52,3.0,0.55,0.45,35.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_342,68,72,48.0,108.0,446.0,220.0,22,123,1,3,1.0,0.67,0.33,103.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_344,51,8,40.0,138.0,506.0,152.0,22,47,1,3,2.0,0.77,0.23,47.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_345,3,2,14.0,104.0,74.0,18.0,22,25,1,12,2.0,0.8,0.2,17.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_346,35,54,0.0,0.0,0.0,0.0,22,91,1,0,3.0,0.0,0.0,63.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_347,4,1,2.0,6.0,2.0,0.0,22,30,1,3,3.0,1.0,0.0,16.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_348,17,7,0.0,0.0,0.0,0.0,22,15,1,10,2.0,0.0,0.0,12.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_349,128,36,58.0,197.0,466.0,112.0,22,87,1,0,2.0,0.81,0.19,93.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_35,96,28,12.0,67.0,88.0,34.0,22,66,1,89,3.0,0.72,0.28,61.400000000000006,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_350,1,0,0.0,0.0,0.0,0.0,22,6,1,28,2.0,0.0,0.0,3.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_351,99,10,6.0,183.0,120.0,18.0,22,37,1,1,3.0,0.87,0.13,42.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_352,77,28,10.0,388.0,142.0,40.0,22,89,1,1,2.0,0.78,0.22,68.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_354,35,5,16.0,85.0,142.0,38.0,22,25,1,6,3.0,0.79,0.21,25.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_356,128,31,28.0,75.0,230.0,68.0,22,114,1,73,2.0,0.77,0.23,97.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_357,9,0,8.0,217.0,96.0,8.0,22,18,1,149,2.0,0.92,0.08,13.200000000000001,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_359,15,5,10.0,228.0,60.0,18.0,22,25,1,4,3.0,0.77,0.23,19.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_36,1,0,0.0,0.0,0.0,0.0,22,62,1,12,3.0,0.0,0.0,31.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_360,240,25,26.0,303.0,298.0,24.0,22,187,1,0,3.0,0.93,0.07,154.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_361,13,4,8.0,159.0,60.0,12.0,22,32,1,7,3.0,0.83,0.17,21.799999999999997,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_362,494,56,48.0,114.0,350.0,56.0,22,93,0,108,2.0,0.86,0.14,170.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_365,6,0,0.0,0.0,0.0,0.0,22,10,1,104,4.0,0.0,0.0,6.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_366,17,2,8.0,36.0,26.0,12.0,22,6,1,269,2.0,0.68,0.32,9.200000000000001,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_370,375,162,34.0,53.0,244.0,16.0,22,90,1,4,3.0,0.94,0.06,162.60000000000002,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_371,6,1,2.0,28.0,6.0,14.0,22,32,1,10,3.0,0.3,0.7,18.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_372,22,58,0.0,0.0,0.0,0.0,22,218,1,0,3.0,0.0,0.0,125.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_373,57,41,20.0,121.0,148.0,26.0,22,120,1,0,3.0,0.85,0.15,85.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_374,27,7,8.0,98.0,114.0,14.0,22,17,1,253,1.0,0.89,0.11,17.700000000000003,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_375,90,3,10.0,126.0,78.0,18.0,22,106,1,4,1.0,0.81,0.19,74.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_376,86,17,36.0,97.0,254.0,96.0,22,80,1,3,2.0,0.73,0.27,71.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_379,76,7,4.0,92.0,44.0,12.0,22,60,1,49,3.0,0.79,0.21,47.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_38,105,14,4.0,198.0,64.0,8.0,22,151,1,2,3.0,0.89,0.11,100.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_380,192,7,32.0,90.0,324.0,30.0,22,51,1,6,2.0,0.92,0.08,74.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_381,41,1,2.0,127.0,40.0,4.0,22,45,1,3,3.0,0.91,0.09,31.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_382,90,18,58.0,205.0,574.0,194.0,22,60,1,3,3.0,0.75,0.25,69.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_383,16,1,2.0,112.0,46.0,0.0,22,56,1,1,3.0,1.0,0.0,32.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_386,1,0,4.0,318.0,44.0,58.0,22,9,1,94,3.0,0.43,0.57,5.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_387,41,13,4.0,93.0,134.0,8.0,22,59,1,0,3.0,0.94,0.06,41.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_388,0,3,0.0,0.0,0.0,0.0,22,2,1,53,3.0,0.0,0.0,1.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_389,38,3,4.0,172.0,52.0,30.0,22,36,1,1,3.0,0.63,0.37,27.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_39,219,58,66.0,444.0,990.0,188.0,22,137,1,1,3.0,0.84,0.16,143.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_390,16,2,8.0,134.0,128.0,6.0,22,9,1,9,4.0,0.96,0.04,10.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_391,4,1,0.0,0.0,0.0,0.0,22,3,1,7,3.0,0.0,0.0,2.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_41,1,0,0.0,0.0,0.0,0.0,22,5,1,27,3.0,0.0,0.0,2.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_42,172,18,14.0,47.0,102.0,14.0,22,92,1,2,2.0,0.88,0.12,88.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_46,58,9,2.0,370.0,12.0,0.0,22,102,1,105,3.0,1.0,0.0,65.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_47,9,1,2.0,13.0,4.0,0.0,22,18,1,53,3.0,1.0,0.0,11.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_49,100,7,26.0,86.0,250.0,32.0,22,82,1,0,3.0,0.89,0.11,70.2,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_5,18,3,14.0,181.0,236.0,34.0,22,44,1,17,3.0,0.87,0.13,30.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_50,56,1,16.0,151.0,262.0,50.0,22,63,1,215,1.0,0.84,0.16,47.699999999999996,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_51,69,7,38.0,54.0,182.0,32.0,22,28,1,15,2.0,0.85,0.15,40.6,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_52,53,7,2.0,141.0,32.0,14.0,22,69,1,27,3.0,0.7,0.3,47.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_53,309,45,52.0,159.0,522.0,26.0,22,28,1,9,4.0,0.95,0.05,100.4,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_54,80,5,2.0,23.0,10.0,0.0,22,143,1,3,2.0,1.0,0.0,89.1,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_55,5,3,2.0,17.0,4.0,0.0,22,13,1,45,3.0,1.0,0.0,8.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_56,165,16,58.0,75.0,622.0,92.0,22,162,1,2,3.0,0.87,0.13,134.60000000000002,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_57,16,3,2.0,51.0,32.0,0.0,22,29,1,25,3.0,1.0,0.0,18.9,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_58,31,4,154.0,71.0,648.0,214.0,22,104,1,3,4.0,0.75,0.25,105.19999999999999,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_59,20,14,22.0,52.0,80.0,10.0,22,71,1,19,4.0,0.89,0.11,48.900000000000006,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_6,4,1,0.0,0.0,0.0,0.0,22,133,1,2,4.0,0.0,0.0,67.5,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.33
22_60,250,27,54.0,116.0,708.0,54.0,22,92,1,33,3.0,0.93,0.07,117.60000000000001,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_61,418,108,52.0,109.0,722.0,80.0,22,93,1,187,2.0,0.9,0.1,167.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.67
22_63,4,2,2.0,38.0,16.0,0.0,22,1,1,182,3.0,1.0,0.0,2.3000000000000003,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_66,84,5,18.0,99.0,240.0,42.0,22,23,1,59,3.0,0.85,0.15,34.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_68,76,2,4.0,64.0,42.0,4.0,22,37,1,202,3.0,0.91,0.09,35.3,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_69,94,3,32.0,172.0,336.0,62.0,22,104,1,128,3.0,0.84,0.16,81.0,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_7,71,6,28.0,101.0,276.0,10.0,22,14,1,24,3.0,0.97,0.03,30.8,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_70,124,13,16.0,81.0,120.0,6.0,22,101,1,87,1.0,0.95,0.05,82.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,0.33
22_71,416,26,4.0,326.0,78.0,16.0,22,70,1,4,3.0,0.83,0.17,124.60000000000001,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
22_73,129,1,14.0,96.0,212.0,8.0,22,47,1,4,3.0,0.96,0.04,53.7,262,4856.0,92.59,49302.0,9236.0,16777,3.0,1.0
