employee,total_liked,total_disliked,total_comments,avg_comment_len,likes_received,dislikes_received,companyAlias,numVotes,stillExists,days_since_last_activity,avg_vote,likeability,dislikeability,social_index,num_emp,com_total_comments,com_avg_comment_len,com_total_likes,com_total_dislikes,com_total_votes,com_avg_vote,relative_happiness
0_-2,3,0,0.0,0.0,0.0,0.0,0,0,0,61,0.0,0.0,0.0,0.6000000000000001,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.0
0_-4,4,2,22.0,54.0,116.0,46.0,0,0,0,133,0.0,0.72,0.28,7.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.0
0_-6,2,0,0.0,0.0,0.0,0.0,0,0,0,146,0.0,0.0,0.0,0.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.0
0_10,29,6,6.0,86.0,16.0,20.0,0,56,1,10,3.0,0.44,0.56,36.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_100,288,2,60.0,64.0,326.0,50.0,0,187,1,0,4.0,0.87,0.13,169.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_101,932,282,22.0,51.0,116.0,18.0,0,312,1,0,3.0,0.87,0.13,405.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_102,209,114,32.0,145.0,418.0,104.0,0,245,1,0,4.0,0.8,0.2,196.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_103,215,39,56.0,76.0,334.0,74.0,0,201,1,0,4.0,0.82,0.18,168.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_104,30,5,16.0,36.0,98.0,12.0,0,35,1,257,4.0,0.89,0.11,29.3,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_105,59,4,12.0,47.0,62.0,16.0,0,77,1,4,3.0,0.79,0.21,54.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_107,61,14,34.0,60.0,216.0,24.0,0,205,1,3,3.0,0.9,0.1,127.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_108,102,11,72.0,43.0,382.0,78.0,0,82,1,4,3.0,0.83,0.17,85.19999999999999,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_109,1,0,0.0,0.0,0.0,0.0,0,1,1,196,4.0,0.0,0.0,0.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_11,23,2,18.0,38.0,82.0,4.0,0,11,1,256,3.0,0.95,0.05,15.899999999999999,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_114,455,264,262.0,84.0,1128.0,868.0,0,180,1,6,1.0,0.57,0.43,312.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.33
0_115,4,1,0.0,0.0,0.0,0.0,0,2,1,286,2.0,0.0,0.0,2.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_116,191,57,24.0,90.0,202.0,52.0,0,118,1,0,4.0,0.8,0.2,115.80000000000001,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_117,31,1,6.0,40.0,12.0,2.0,0,87,1,14,3.0,0.86,0.14,51.699999999999996,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_119,198,21,84.0,74.0,716.0,146.0,0,64,1,3,4.0,0.83,0.17,101.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_12,67,29,58.0,85.0,242.0,118.0,0,69,1,14,3.0,0.67,0.33,71.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_122,76,17,42.0,49.0,346.0,68.0,0,57,1,6,2.0,0.84,0.16,59.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_123,2,0,14.0,31.0,58.0,20.0,0,11,1,224,3.0,0.74,0.26,10.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_124,699,291,344.0,45.0,1360.0,656.0,0,235,1,0,2.0,0.67,0.33,418.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_125,7,0,2.0,66.0,2.0,8.0,0,28,1,2,4.0,0.2,0.8,16.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_126,105,2,4.0,42.0,14.0,2.0,0,265,1,3,3.0,0.88,0.12,155.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_128,80,24,44.0,154.0,304.0,92.0,0,46,1,97,2.0,0.77,0.23,57.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_129,13,6,16.0,71.0,112.0,16.0,0,27,0,203,3.0,0.88,0.12,22.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_13,244,57,86.0,66.0,600.0,222.0,0,76,1,0,3.0,0.73,0.27,124.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_130,1,0,2.0,29.0,12.0,0.0,0,1,0,349,4.0,1.0,0.0,1.3,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_131,80,10,26.0,48.0,174.0,60.0,0,103,1,0,2.0,0.74,0.26,77.3,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_135,155,34,70.0,107.0,686.0,172.0,0,146,1,0,2.0,0.8,0.2,131.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_136,21,6,26.0,119.0,188.0,68.0,0,50,1,53,3.0,0.73,0.27,38.199999999999996,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_137,47,73,0.0,0.0,0.0,0.0,0,103,0,41,2.0,0.0,0.0,75.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_138,125,25,24.0,192.0,280.0,50.0,0,18,1,87,3.0,0.85,0.15,46.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_139,250,83,62.0,39.0,488.0,182.0,0,216,1,0,4.0,0.73,0.27,193.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_14,15,1,3.0,117.0,10.0,1.0,0,9,0,381,3.0,0.91,0.09,8.600000000000001,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_14,15,1,3.0,117.0,10.0,1.0,0,9,0,381,3.0,0.91,0.09,8.600000000000001,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_140,84,51,18.0,212.0,276.0,86.0,0,150,1,0,3.0,0.76,0.24,107.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_142,26,1,46.0,169.0,198.0,102.0,0,63,1,5,3.0,0.66,0.34,50.699999999999996,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_144,152,79,66.0,157.0,504.0,232.0,0,41,1,18,4.0,0.68,0.32,86.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_147,111,41,36.0,99.0,298.0,112.0,0,77,1,0,2.0,0.73,0.27,79.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_148,42,3,0.0,0.0,0.0,0.0,0,29,1,0,3.0,0.0,0.0,23.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_149,194,65,14.0,72.0,100.0,22.0,0,87,0,227,3.0,0.82,0.18,99.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_150,10,9,4.0,22.0,12.0,4.0,0,17,1,333,3.0,0.75,0.25,13.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_151,66,24,66.0,89.0,488.0,170.0,0,52,1,32,4.0,0.74,0.26,63.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_152,1847,811,130.0,116.0,1238.0,284.0,0,371,1,0,4.0,0.81,0.19,756.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_153,7,1,2.0,119.0,26.0,18.0,0,4,1,62,2.0,0.59,0.41,4.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_155,75,23,10.0,37.0,36.0,46.0,0,124,0,70,3.0,0.44,0.56,84.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_158,5,0,6.0,77.0,74.0,6.0,0,14,1,0,3.0,0.92,0.08,9.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_159,116,4,0.0,0.0,0.0,0.0,0,103,0,35,3.0,0.0,0.0,75.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_16,206,46,146.0,132.0,1362.0,326.0,0,90,1,32,3.0,0.81,0.19,139.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_163,480,206,172.0,59.0,1038.0,474.0,0,285,1,0,4.0,0.69,0.31,331.3,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_164,123,12,40.0,38.0,196.0,16.0,0,188,1,0,4.0,0.92,0.08,133.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_166,6,0,16.0,61.0,132.0,14.0,0,21,1,10,3.0,0.9,0.1,16.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_169,571,501,50.0,101.0,512.0,272.0,0,364,1,0,1.0,0.65,0.35,411.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.33
0_170,86,12,8.0,65.0,72.0,26.0,0,236,1,0,3.0,0.73,0.27,140.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_172,27,10,28.0,32.0,174.0,14.0,0,77,1,0,4.0,0.93,0.07,54.3,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_174,24,3,18.0,41.0,74.0,30.0,0,28,1,5,3.0,0.71,0.29,24.799999999999997,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_175,66,3,70.0,36.0,288.0,86.0,0,56,1,0,3.0,0.77,0.23,62.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_176,14,1,0.0,0.0,0.0,0.0,0,18,1,3,3.0,0.0,0.0,12.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_177,28,29,2.0,51.0,12.0,0.0,0,24,1,214,3.0,1.0,0.0,24.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_178,8,2,2.0,61.0,36.0,0.0,0,19,1,3,4.0,1.0,0.0,12.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_18,745,88,264.0,92.0,1342.0,520.0,0,170,1,0,3.0,0.72,0.28,330.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_181,14,0,4.0,55.0,42.0,34.0,0,7,1,0,3.0,0.55,0.45,7.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_183,187,26,32.0,57.0,290.0,12.0,0,126,1,3,3.0,0.96,0.04,115.19999999999999,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_184,24,14,0.0,0.0,0.0,0.0,0,133,1,0,2.0,0.0,0.0,74.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_185,2,0,0.0,0.0,0.0,0.0,0,3,1,6,3.0,0.0,0.0,1.9,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_186,229,42,42.0,53.0,218.0,64.0,0,120,1,2,3.0,0.77,0.23,126.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_188,0,2,0.0,0.0,0.0,0.0,0,18,1,3,2.0,0.0,0.0,9.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_19,969,150,200.0,184.0,1494.0,428.0,0,100,1,12,3.0,0.78,0.22,333.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_191,51,1,6.0,141.0,56.0,16.0,0,44,1,1,3.0,0.78,0.22,34.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_192,30,1,0.0,0.0,0.0,0.0,0,36,1,3,3.0,0.0,0.0,24.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_194,391,55,30.0,122.0,356.0,78.0,0,160,1,1,3.0,0.82,0.18,178.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_195,2,0,2.0,203.0,18.0,2.0,0,2,1,374,4.0,0.9,0.1,2.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_196,129,38,54.0,132.0,512.0,110.0,0,317,1,55,3.0,0.82,0.18,208.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_198,13,1,14.0,35.0,48.0,12.0,0,21,1,2,4.0,0.8,0.2,17.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_199,10,0,24.0,66.0,172.0,20.0,0,20,1,48,4.0,0.9,0.1,19.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_2,60,12,28.0,60.0,152.0,134.0,0,72,1,3,2.0,0.53,0.47,58.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_20,254,39,144.0,67.0,820.0,172.0,0,74,1,125,3.0,0.83,0.17,138.79999999999998,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_200,1,0,4.0,40.0,26.0,0.0,0,2,1,375,2.0,1.0,0.0,2.4000000000000004,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_201,365,72,60.0,72.0,474.0,42.0,0,98,1,28,4.0,0.92,0.08,154.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_203,51,8,18.0,49.0,106.0,12.0,0,45,1,117,4.0,0.9,0.1,39.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_206,89,11,66.0,68.0,396.0,54.0,0,69,1,3,3.0,0.88,0.12,74.3,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_207,53,5,10.0,44.0,40.0,32.0,0,124,1,249,3.0,0.56,0.44,76.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_208,31,1,10.0,40.0,38.0,0.0,0,26,1,364,3.0,1.0,0.0,22.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_209,1092,118,202.0,100.0,1782.0,244.0,0,314,1,0,4.0,0.88,0.12,459.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_21,163,23,88.0,116.0,478.0,148.0,0,191,1,6,3.0,0.76,0.24,159.10000000000002,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_211,6,0,0.0,0.0,0.0,0.0,0,9,1,40,3.0,0.0,0.0,5.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_212,58,8,56.0,39.0,258.0,134.0,0,70,1,2,4.0,0.66,0.34,65.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_213,589,289,126.0,91.0,926.0,322.0,0,287,1,1,3.0,0.74,0.26,356.90000000000003,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_214,180,36,54.0,63.0,372.0,38.0,0,281,1,0,4.0,0.91,0.09,199.89999999999998,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_215,11,0,4.0,42.0,24.0,4.0,0,20,1,245,3.0,0.86,0.14,13.399999999999999,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_216,224,29,40.0,118.0,540.0,48.0,0,240,1,1,3.0,0.92,0.08,182.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_217,225,90,52.0,143.0,494.0,80.0,0,256,1,0,3.0,0.86,0.14,206.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_218,42,7,86.0,48.0,410.0,30.0,0,249,1,0,4.0,0.93,0.07,160.10000000000002,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_22,49,11,30.0,94.0,266.0,74.0,0,67,0,218,3.0,0.78,0.22,54.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_222,1,0,0.0,0.0,0.0,0.0,0,5,1,91,3.0,0.0,0.0,2.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_223,332,110,118.0,50.0,452.0,218.0,0,99,1,6,3.0,0.67,0.33,173.3,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_224,17,1,0.0,0.0,0.0,0.0,0,13,1,173,4.0,0.0,0.0,10.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_225,217,43,42.0,60.0,390.0,50.0,0,194,1,0,3.0,0.89,0.11,161.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_226,38,15,0.0,0.0,0.0,0.0,0,90,1,0,4.0,0.0,0.0,55.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_227,10,0,18.0,130.0,172.0,56.0,0,24,1,26,3.0,0.75,0.25,19.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_23,84,6,12.0,69.0,62.0,8.0,0,56,1,11,3.0,0.89,0.11,49.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_230,8,1,2.0,32.0,12.0,0.0,0,21,1,15,3.0,1.0,0.0,12.9,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_232,84,134,86.0,102.0,484.0,448.0,0,89,0,70,3.0,0.52,0.48,113.9,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_236,123,31,142.0,96.0,900.0,234.0,0,94,1,0,4.0,0.79,0.21,120.39999999999999,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_237,63,13,62.0,75.0,330.0,56.0,0,92,1,0,4.0,0.85,0.15,79.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_238,3,0,16.0,61.0,94.0,4.0,0,17,1,7,3.0,0.96,0.04,13.9,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_239,11,1,12.0,80.0,38.0,8.0,0,6,1,224,4.0,0.83,0.17,9.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_24,1454,413,168.0,47.0,956.0,248.0,0,404,1,0,4.0,0.79,0.21,625.8000000000001,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_240,10,1,16.0,91.0,104.0,10.0,0,34,1,5,3.0,0.91,0.09,24.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_242,37,20,32.0,104.0,160.0,42.0,0,159,1,0,4.0,0.79,0.21,100.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_243,9,0,18.0,72.0,72.0,28.0,0,9,1,179,4.0,0.72,0.28,11.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_244,31,13,56.0,38.0,172.0,14.0,0,44,1,4,3.0,0.92,0.08,47.599999999999994,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_245,903,76,144.0,95.0,722.0,102.0,0,235,1,3,4.0,0.88,0.12,356.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_246,295,55,52.0,103.0,434.0,108.0,0,121,1,3,4.0,0.8,0.2,146.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_247,7,2,8.0,95.0,32.0,2.0,0,14,1,105,4.0,0.94,0.06,11.200000000000001,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_249,37,0,48.0,55.0,168.0,10.0,0,30,1,94,4.0,0.94,0.06,36.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_25,77,12,2.0,58.0,50.0,0.0,0,100,1,0,2.0,1.0,0.0,68.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_250,26,4,44.0,79.0,186.0,32.0,0,43,1,0,4.0,0.85,0.15,40.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_253,23,8,46.0,75.0,290.0,82.0,0,54,1,137,4.0,0.78,0.22,47.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_254,77,1,58.0,172.0,684.0,202.0,0,57,1,1,3.0,0.77,0.23,61.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_255,59,3,176.0,22.0,974.0,80.0,0,98,1,3,4.0,0.92,0.08,114.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_256,23,4,66.0,37.0,248.0,58.0,0,57,1,38,3.0,0.81,0.19,53.699999999999996,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_257,161,54,48.0,85.0,422.0,60.0,0,127,1,3,4.0,0.88,0.12,120.9,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_259,38,5,8.0,41.0,22.0,6.0,0,71,1,0,4.0,0.79,0.21,46.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_26,67,16,2.0,1.0,4.0,0.0,0,262,1,0,2.0,1.0,0.0,148.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_262,60,0,38.0,70.0,110.0,10.0,0,56,1,3,3.0,0.92,0.08,51.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_263,14,4,4.0,32.0,18.0,14.0,0,64,1,118,3.0,0.56,0.44,36.800000000000004,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_264,49,1,34.0,88.0,322.0,70.0,0,21,1,137,4.0,0.82,0.18,30.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_266,64,22,2.0,83.0,14.0,4.0,0,124,1,0,3.0,0.78,0.22,79.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_267,2,0,0.0,0.0,0.0,0.0,0,76,1,5,3.0,0.0,0.0,38.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_268,26,0,0.0,0.0,0.0,0.0,0,95,1,17,4.0,0.0,0.0,52.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_269,44,3,114.0,38.0,638.0,108.0,0,142,1,0,4.0,0.86,0.14,114.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_27,6,1,0.0,0.0,0.0,0.0,0,124,1,33,4.0,0.0,0.0,63.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_270,3,1,0.0,0.0,0.0,0.0,0,58,1,3,4.0,0.0,0.0,29.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_271,87,42,52.0,89.0,388.0,98.0,0,135,1,0,3.0,0.8,0.2,108.89999999999999,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_272,324,189,110.0,45.0,866.0,188.0,0,168,1,1,4.0,0.82,0.18,219.60000000000002,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_273,262,8,268.0,84.0,1814.0,180.0,0,147,1,1,4.0,0.91,0.09,207.89999999999998,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_274,845,87,24.0,48.0,208.0,18.0,0,212,1,0,4.0,0.92,0.08,299.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_275,2,0,18.0,36.0,120.0,14.0,0,26,1,32,4.0,0.9,0.1,18.799999999999997,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_276,696,41,72.0,68.0,594.0,60.0,0,217,1,0,4.0,0.91,0.09,277.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_277,2,0,0.0,0.0,0.0,0.0,0,2,1,76,4.0,0.0,0.0,1.4,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_28,4,7,24.0,28.0,88.0,2.0,0,137,1,0,4.0,0.98,0.02,77.9,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_280,339,39,64.0,57.0,488.0,66.0,0,146,1,2,4.0,0.88,0.12,167.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_282,32,5,8.0,20.0,34.0,6.0,0,143,1,0,4.0,0.85,0.15,81.30000000000001,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_284,5,1,20.0,78.0,166.0,22.0,0,16,1,94,4.0,0.88,0.12,15.2,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_286,5,1,0.0,0.0,0.0,0.0,0,85,0,116,3.0,0.0,0.0,43.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_29,3,0,12.0,49.0,68.0,4.0,0,45,1,24,3.0,0.94,0.06,26.700000000000003,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_290,433,51,34.0,98.0,366.0,94.0,0,163,1,2,2.0,0.8,0.2,188.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_291,315,129,70.0,258.0,862.0,332.0,0,257,1,0,3.0,0.72,0.28,238.3,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_292,34,1,52.0,61.0,432.0,46.0,0,45,1,5,4.0,0.9,0.1,45.1,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_293,94,35,60.0,86.0,550.0,96.0,0,70,1,19,4.0,0.85,0.15,78.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_294,49,0,84.0,87.0,858.0,88.0,0,70,1,42,3.0,0.91,0.09,70.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_295,27,9,70.0,24.0,294.0,74.0,0,41,1,194,3.0,0.8,0.2,48.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_296,105,24,0.0,0.0,0.0,0.0,0,126,1,2,4.0,0.0,0.0,88.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_297,67,8,4.0,209.0,66.0,8.0,0,93,1,4,3.0,0.89,0.11,62.7,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_298,43,2,32.0,51.0,178.0,100.0,0,136,1,2,3.0,0.64,0.36,86.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_3,6,5,18.0,86.0,60.0,16.0,0,22,1,32,3.0,0.79,0.21,18.599999999999998,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_30,14,1,20.0,76.0,42.0,58.0,0,43,0,244,3.0,0.42,0.58,30.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_300,3,0,2.0,34.0,14.0,0.0,0,1,1,189,4.0,1.0,0.0,1.7000000000000002,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_303,126,0,42.0,32.0,206.0,46.0,0,136,1,108,2.0,0.82,0.18,105.8,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_304,98,30,58.0,124.0,602.0,138.0,0,54,1,19,3.0,0.81,0.19,70.0,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_305,58,1,26.0,75.0,148.0,24.0,0,242,1,0,2.0,0.86,0.14,140.60000000000002,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_307,305,24,106.0,81.0,762.0,106.0,0,78,1,0,3.0,0.88,0.12,136.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_308,191,10,142.0,28.0,526.0,204.0,0,205,1,32,3.0,0.72,0.28,185.3,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
0_309,28,4,24.0,42.0,190.0,16.0,0,80,1,20,4.0,0.92,0.08,53.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_31,667,184,88.0,154.0,712.0,68.0,0,53,1,1,4.0,0.91,0.09,223.10000000000002,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.33
0_310,295,23,8.0,42.0,30.0,12.0,0,189,1,0,2.0,0.71,0.29,160.5,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_311,10,0,2.0,38.0,16.0,2.0,0,12,1,97,2.0,0.89,0.11,8.6,303,10088.0,65.8,66454.0,17024.0,26384,3.0,0.67
0_312,128,11,32.0,112.0,386.0,80.0,0,154,1,2,3.0,0.83,0.17,114.39999999999999,303,10088.0,65.8,66454.0,17024.0,26384,3.0,1.0
